species_a,species_b,timetree_taxon_id_a,timetree_taxon_id_b,timetree_query_a,timetree_query_b,timetree_name_a,timetree_name_b,timetree_mya,timetree_ci_low,timetree_ci_high,timetree_study_count,timetree_source,timetree_error
Drill (Mandrillus leucophaeus),Eastern Gorilla (Gorilla beringei),9568,499232,Mandrillus leucophaeus,Gorilla beringei,Mandrillus leucophaeus,Gorilla beringei,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Bornean Orangutan (Pongo pygmaeus),9568,9600,Mandrillus leucophaeus,Pongo pygmaeus,Mandrillus leucophaeus,Pongo pygmaeus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Siamang (Symphalangus syndactylus),9568,9590,Mandrillus leucophaeus,Symphalangus syndactylus,Mandrillus leucophaeus,Symphalangus syndactylus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",9568,9578,Mandrillus leucophaeus,Hylobates,Mandrillus leucophaeus,Hylobates,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Brown lemurs (Eulemur spp.),9568,13513,Mandrillus leucophaeus,Eulemur,Mandrillus leucophaeus,Eulemur,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Indri (Indri indri),9568,34827,Mandrillus leucophaeus,Indri indri,Mandrillus leucophaeus,Indri indri,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Rhesus macaque (Macaca mulatta),9568,9544,Mandrillus leucophaeus,Macaca mulatta,Mandrillus leucophaeus,Macaca mulatta,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Japanese macaque (Macaca fuscata),9568,9542,Mandrillus leucophaeus,Macaca fuscata,Mandrillus leucophaeus,Macaca fuscata,10.454,8.78921,11.05064,42.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Vervet monkey (Chlorocebus pygerythrus),9568,60710,Mandrillus leucophaeus,Chlorocebus pygerythrus,Mandrillus leucophaeus,Chlorocebus pygerythrus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Campbell's monkey (Cercopithecus campbelli),9568,303588,Mandrillus leucophaeus,Cercopithecus campbelli,Mandrillus leucophaeus,Cercopithecus campbelli,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Olive baboon (Papio anubis),9568,9555,Mandrillus leucophaeus,Papio anubis,Mandrillus leucophaeus,Papio anubis,7.5,6.1,11.737,11.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Yellow baboon (Papio cynocephalus),9568,9556,Mandrillus leucophaeus,Papio cynocephalus,Mandrillus leucophaeus,Papio cynocephalus,7.5,6.1,11.737,11.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Ring-tailed lemur (Lemur catta),9568,9447,Mandrillus leucophaeus,Lemur catta,Mandrillus leucophaeus,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Mouse lemurs (Microcebus spp.),9568,13149,Mandrillus leucophaeus,Microcebus,Mandrillus leucophaeus,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Tufted capuchin (Sapajus apella),9568,9515,Mandrillus leucophaeus,Sapajus apella,Mandrillus leucophaeus,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Common marmoset (Callithrix jacchus),9568,9483,Mandrillus leucophaeus,Callithrix jacchus,Mandrillus leucophaeus,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Howler monkey (Alouatta spp.),9568,9499,Mandrillus leucophaeus,Alouatta,Mandrillus leucophaeus,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Diana monkey (Cercopithecus diana),9568,36224,Mandrillus leucophaeus,Cercopithecus diana,Mandrillus leucophaeus,Cercopithecus diana,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Putty-nosed monkey (Cercopithecus nictitans),9568,36228,Mandrillus leucophaeus,Cercopithecus nictitans,Mandrillus leucophaeus,Cercopithecus nictitans,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Red-tailed monkey (Cercopithecus ascanius),9568,36223,Mandrillus leucophaeus,Cercopithecus ascanius,Mandrillus leucophaeus,Cercopithecus ascanius,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),De Brazza’s monkey (Cercopithecus neglectus),9568,36227,Mandrillus leucophaeus,Cercopithecus neglectus,Mandrillus leucophaeus,Cercopithecus neglectus,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),L’Hoest’s monkey (Allochrocebus lhoesti),9568,100224,Mandrillus leucophaeus,Allochrocebus lhoesti,Mandrillus leucophaeus,Allochrocebus lhoesti,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Patas monkey (Erythrocebus patas),9568,9538,Mandrillus leucophaeus,Erythrocebus patas,Mandrillus leucophaeus,Erythrocebus patas,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Talapoin monkey (Miopithecus talapoin),9568,36231,Mandrillus leucophaeus,Miopithecus talapoin,Mandrillus leucophaeus,Miopithecus talapoin,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Gelada (Theropithecus gelada),9568,9565,Mandrillus leucophaeus,Theropithecus gelada,Mandrillus leucophaeus,Theropithecus gelada,7.5,6.1,11.737,11.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Crowned monkey / Crowned guenon (Cercopithecus pogonias),9568,102108,Mandrillus leucophaeus,Cercopithecus pogonias,Mandrillus leucophaeus,Cercopithecus pogonias,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Mona monkey (Cercopithecus mona),9568,36226,Mandrillus leucophaeus,Cercopithecus mona,Mandrillus leucophaeus,Cercopithecus mona,12.32716,11.5,13.0889,28.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Chacma baboon (Papio ursinus),9568,36229,Mandrillus leucophaeus,Papio ursinus,Mandrillus leucophaeus,Papio ursinus,7.5,6.1,11.737,11.0,TimeTree API pairwise summaryjson,
Drill (Mandrillus leucophaeus),Zebra finch (Taeniopygia guttata),9568,59729,Mandrillus leucophaeus,Taeniopygia guttata,Mandrillus leucophaeus,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Black-and-white colobus (Colobus guereza),591932,33548,Piliocolobus,Colobus guereza,Piliocolobus,Colobus guereza,10.355,8.3,11.3181,18.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Langurs (Semnopithecus spp. / Trachypithecus spp.),591932,88028,Piliocolobus,Semnopithecus,Piliocolobus,Semnopithecus,12.78655,10.323,14.12,20.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Chimpanzee (Pan troglodytes),591932,9598,Piliocolobus,Pan troglodytes,Piliocolobus,Pan troglodytes,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Bonobo (Pan paniscus),591932,9597,Piliocolobus,Pan paniscus,Piliocolobus,Pan paniscus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Western Gorilla (Gorilla gorilla),591932,9593,Piliocolobus,Gorilla gorilla,Piliocolobus,Gorilla gorilla,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Eastern Gorilla (Gorilla beringei),591932,499232,Piliocolobus,Gorilla beringei,Piliocolobus,Gorilla beringei,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Bornean Orangutan (Pongo pygmaeus),591932,9600,Piliocolobus,Pongo pygmaeus,Piliocolobus,Pongo pygmaeus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Siamang (Symphalangus syndactylus),591932,9590,Piliocolobus,Symphalangus syndactylus,Piliocolobus,Symphalangus syndactylus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",591932,9578,Piliocolobus,Hylobates,Piliocolobus,Hylobates,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Brown lemurs (Eulemur spp.),591932,13513,Piliocolobus,Eulemur,Piliocolobus,Eulemur,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Indri (Indri indri),591932,34827,Piliocolobus,Indri indri,Piliocolobus,Indri indri,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Rhesus macaque (Macaca mulatta),591932,9544,Piliocolobus,Macaca mulatta,Piliocolobus,Macaca mulatta,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Japanese macaque (Macaca fuscata),591932,9542,Piliocolobus,Macaca fuscata,Piliocolobus,Macaca fuscata,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Vervet monkey (Chlorocebus pygerythrus),591932,60710,Piliocolobus,Chlorocebus pygerythrus,Piliocolobus,Chlorocebus pygerythrus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Campbell's monkey (Cercopithecus campbelli),591932,303588,Piliocolobus,Cercopithecus campbelli,Piliocolobus,Cercopithecus campbelli,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Olive baboon (Papio anubis),591932,9555,Piliocolobus,Papio anubis,Piliocolobus,Papio anubis,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Yellow baboon (Papio cynocephalus),591932,9556,Piliocolobus,Papio cynocephalus,Piliocolobus,Papio cynocephalus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Ring-tailed lemur (Lemur catta),591932,9447,Piliocolobus,Lemur catta,Piliocolobus,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Mouse lemurs (Microcebus spp.),591932,13149,Piliocolobus,Microcebus,Piliocolobus,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Tufted capuchin (Sapajus apella),591932,9515,Piliocolobus,Sapajus apella,Piliocolobus,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Common marmoset (Callithrix jacchus),591932,9483,Piliocolobus,Callithrix jacchus,Piliocolobus,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Howler monkey (Alouatta spp.),591932,9499,Piliocolobus,Alouatta,Piliocolobus,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Diana monkey (Cercopithecus diana),591932,36224,Piliocolobus,Cercopithecus diana,Piliocolobus,Cercopithecus diana,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Putty-nosed monkey (Cercopithecus nictitans),591932,36228,Piliocolobus,Cercopithecus nictitans,Piliocolobus,Cercopithecus nictitans,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Red-tailed monkey (Cercopithecus ascanius),591932,36223,Piliocolobus,Cercopithecus ascanius,Piliocolobus,Cercopithecus ascanius,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),De Brazza’s monkey (Cercopithecus neglectus),591932,36227,Piliocolobus,Cercopithecus neglectus,Piliocolobus,Cercopithecus neglectus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),L’Hoest’s monkey (Allochrocebus lhoesti),591932,100224,Piliocolobus,Allochrocebus lhoesti,Piliocolobus,Allochrocebus lhoesti,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Patas monkey (Erythrocebus patas),591932,9538,Piliocolobus,Erythrocebus patas,Piliocolobus,Erythrocebus patas,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Talapoin monkey (Miopithecus talapoin),591932,36231,Piliocolobus,Miopithecus talapoin,Piliocolobus,Miopithecus talapoin,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Gelada (Theropithecus gelada),591932,9565,Piliocolobus,Theropithecus gelada,Piliocolobus,Theropithecus gelada,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Crowned monkey / Crowned guenon (Cercopithecus pogonias),591932,102108,Piliocolobus,Cercopithecus pogonias,Piliocolobus,Cercopithecus pogonias,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Mona monkey (Cercopithecus mona),591932,36226,Piliocolobus,Cercopithecus mona,Piliocolobus,Cercopithecus mona,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Chacma baboon (Papio ursinus),591932,36229,Piliocolobus,Papio ursinus,Piliocolobus,Papio ursinus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Red colobus (Piliocolobus spp.),Zebra finch (Taeniopygia guttata),591932,59729,Piliocolobus,Taeniopygia guttata,Piliocolobus,Taeniopygia guttata,318.95,316.0,322.37,30.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Langurs (Semnopithecus spp. / Trachypithecus spp.),33548,88028,Colobus guereza,Semnopithecus,Colobus guereza,Semnopithecus,12.78655,10.323,14.12,20.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Chimpanzee (Pan troglodytes),33548,9598,Colobus guereza,Pan troglodytes,Colobus guereza,Pan troglodytes,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Bonobo (Pan paniscus),33548,9597,Colobus guereza,Pan paniscus,Colobus guereza,Pan paniscus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Western Gorilla (Gorilla gorilla),33548,9593,Colobus guereza,Gorilla gorilla,Colobus guereza,Gorilla gorilla,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Eastern Gorilla (Gorilla beringei),33548,499232,Colobus guereza,Gorilla beringei,Colobus guereza,Gorilla beringei,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Bornean Orangutan (Pongo pygmaeus),33548,9600,Colobus guereza,Pongo pygmaeus,Colobus guereza,Pongo pygmaeus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Siamang (Symphalangus syndactylus),33548,9590,Colobus guereza,Symphalangus syndactylus,Colobus guereza,Symphalangus syndactylus,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),"Gibbons (Hylobates spp., Nomascus spp., Hoolock spp.)",33548,9578,Colobus guereza,Hylobates,Colobus guereza,Hylobates,28.82,26.8,30.6,83.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Brown lemurs (Eulemur spp.),33548,13513,Colobus guereza,Eulemur,Colobus guereza,Eulemur,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Indri (Indri indri),33548,34827,Colobus guereza,Indri indri,Colobus guereza,Indri indri,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Rhesus macaque (Macaca mulatta),33548,9544,Colobus guereza,Macaca mulatta,Colobus guereza,Macaca mulatta,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Japanese macaque (Macaca fuscata),33548,9542,Colobus guereza,Macaca fuscata,Colobus guereza,Macaca fuscata,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Vervet monkey (Chlorocebus pygerythrus),33548,60710,Colobus guereza,Chlorocebus pygerythrus,Colobus guereza,Chlorocebus pygerythrus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Campbell's monkey (Cercopithecus campbelli),33548,303588,Colobus guereza,Cercopithecus campbelli,Colobus guereza,Cercopithecus campbelli,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Olive baboon (Papio anubis),33548,9555,Colobus guereza,Papio anubis,Colobus guereza,Papio anubis,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Yellow baboon (Papio cynocephalus),33548,9556,Colobus guereza,Papio cynocephalus,Colobus guereza,Papio cynocephalus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Ring-tailed lemur (Lemur catta),33548,9447,Colobus guereza,Lemur catta,Colobus guereza,Lemur catta,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Mouse lemurs (Microcebus spp.),33548,13149,Colobus guereza,Microcebus,Colobus guereza,Microcebus,73.75492,71.4,77.5,50.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Tufted capuchin (Sapajus apella),33548,9515,Colobus guereza,Sapajus apella,Colobus guereza,Sapajus apella,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Common marmoset (Callithrix jacchus),33548,9483,Colobus guereza,Callithrix jacchus,Colobus guereza,Callithrix jacchus,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Howler monkey (Alouatta spp.),33548,9499,Colobus guereza,Alouatta,Colobus guereza,Alouatta,42.9,40.0,44.2,68.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Diana monkey (Cercopithecus diana),33548,36224,Colobus guereza,Cercopithecus diana,Colobus guereza,Cercopithecus diana,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Putty-nosed monkey (Cercopithecus nictitans),33548,36228,Colobus guereza,Cercopithecus nictitans,Colobus guereza,Cercopithecus nictitans,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Red-tailed monkey (Cercopithecus ascanius),33548,36223,Colobus guereza,Cercopithecus ascanius,Colobus guereza,Cercopithecus ascanius,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),De Brazza’s monkey (Cercopithecus neglectus),33548,36227,Colobus guereza,Cercopithecus neglectus,Colobus guereza,Cercopithecus neglectus,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),L’Hoest’s monkey (Allochrocebus lhoesti),33548,100224,Colobus guereza,Allochrocebus lhoesti,Colobus guereza,Allochrocebus lhoesti,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Patas monkey (Erythrocebus patas),33548,9538,Colobus guereza,Erythrocebus patas,Colobus guereza,Erythrocebus patas,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Talapoin monkey (Miopithecus talapoin),33548,36231,Colobus guereza,Miopithecus talapoin,Colobus guereza,Miopithecus talapoin,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
Black-and-white colobus (Colobus guereza),Gelada (Theropithecus gelada),33548,9565,Colobus guereza,Theropithecus gelada,Colobus guereza,Theropithecus gelada,17.755,15.5,19.8,29.0,TimeTree API pairwise summaryjson,
